CL10784.Contig1_All	cds.comp142628_c3_seq4|m.42787	83.51	279	46	0	315	1151	1	279	4e-178	  503	1295	264.5699	3003	136.1291	1391	68.1902	1398	61.8548	595	27.206	2651	128.4408	981	53.7256	920	53.8933	gi|157128068|ref|XP_001661299.1|	592.4	1.00E-167	vacuolar ATP synthase subunit ac39 [Aedes aegypti] >gi|94469114|gb|ABF18406.1| vacuolar H+-ATPase V0 sector subunit d [Aedes aegypti] >gi|108872708|gb|EAT36933.1| vacuolar ATP synthase subunit ac39 [Aedes aegypti]	gi|383860707|ref|XM_003705783.1|	125	5.00E-25	"PREDICTED: Megachile rotundata V-type proton ATPase subunit d-like (LOC100882564), mRNA"	sp|Q9W4P5|VA0D1_DROME	591	1.00E-168	V-type proton ATPase subunit d 1 OS=Drosophila melanogaster GN=VhaAC39-1 PE=2 SV=1	SPAC17A2.03c	360	4.00E-99	COG1527	Archaeal/vacuolar-type H+-ATPase subunit C	K02146	2.00E-168	592	aag:AaeL_AAEL011025	V-type H+-transporting ATPase subunit AC39 [EC:3.6.3.14]	GO:0008593//regulation of Notch signaling pathway;GO:0007035//vacuolar acidification;GO:0015991//ATP hydrolysis coupled proton transport	"GO:0008553//hydrogen-exporting ATPase activity, phosphorylative mechanism"	"GO:0000220//vacuolar proton-transporting V-type ATPase, V0 domain;GO:0005886//plasma membrane"
CL10784.Contig1_All	cds.comp142628_c3_seq8|m.42788	83.51	279	46	0	315	1151	1	279	4e-178	  503	1295	264.5699	3003	136.1291	1391	68.1902	1398	61.8548	595	27.206	2651	128.4408	981	53.7256	920	53.8933	gi|157128068|ref|XP_001661299.1|	592.4	1.00E-167	vacuolar ATP synthase subunit ac39 [Aedes aegypti] >gi|94469114|gb|ABF18406.1| vacuolar H+-ATPase V0 sector subunit d [Aedes aegypti] >gi|108872708|gb|EAT36933.1| vacuolar ATP synthase subunit ac39 [Aedes aegypti]	gi|383860707|ref|XM_003705783.1|	125	5.00E-25	"PREDICTED: Megachile rotundata V-type proton ATPase subunit d-like (LOC100882564), mRNA"	sp|Q9W4P5|VA0D1_DROME	591	1.00E-168	V-type proton ATPase subunit d 1 OS=Drosophila melanogaster GN=VhaAC39-1 PE=2 SV=1	SPAC17A2.03c	360	4.00E-99	COG1527	Archaeal/vacuolar-type H+-ATPase subunit C	K02146	2.00E-168	592	aag:AaeL_AAEL011025	V-type H+-transporting ATPase subunit AC39 [EC:3.6.3.14]	GO:0008593//regulation of Notch signaling pathway;GO:0007035//vacuolar acidification;GO:0015991//ATP hydrolysis coupled proton transport	"GO:0008553//hydrogen-exporting ATPase activity, phosphorylative mechanism"	"GO:0000220//vacuolar proton-transporting V-type ATPase, V0 domain;GO:0005886//plasma membrane"
CL1085.Contig3_All	cds.comp141604_c1_seq1|m.38885	78.40	324	70	0	427	1398	1	324	2e-177	  526	3293	61.4737	1656	29.5212	1984	38.2485	1331	23.1591	781	14.0436	1677	31.9525	676	14.5592	1049	24.1658	gi|311262396|ref|XP_003129144.1|	617.5	1.00E-174	PREDICTED: septin-11 [Sus scrofa]	gi|198432764|ref|XM_002123318.1|	109	7.00E-20	"PREDICTED: Ciona intestinalis similar to Septin-11 (LOC100183588), mRNA"	sp|Q9NVA2|SEP11_HUMAN	617	7.00E-176	Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3	YLR314c	279	3.00E-74	COG5019	Septin family protein	K04557	2.00E-68	261	xla:779425	peanut-like protein 1 (cell division control related protein 1)	GO:0051291//protein heterooligomerization;GO:0007049//cell cycle;GO:0051301//cell division	GO:0005525//GTP binding;GO:0005515//protein binding	GO:0043197//dendritic spine;GO:0030054//cell junction;GO:0030424//axon;GO:0001725//stress fiber;GO:0031105//septin complex;GO:0045202//synapse
CL1085.Contig3_All	cds.comp141604_c1_seq3|m.38886	78.40	324	70	0	427	1398	1	324	2e-177	  526	3293	61.4737	1656	29.5212	1984	38.2485	1331	23.1591	781	14.0436	1677	31.9525	676	14.5592	1049	24.1658	gi|311262396|ref|XP_003129144.1|	617.5	1.00E-174	PREDICTED: septin-11 [Sus scrofa]	gi|198432764|ref|XM_002123318.1|	109	7.00E-20	"PREDICTED: Ciona intestinalis similar to Septin-11 (LOC100183588), mRNA"	sp|Q9NVA2|SEP11_HUMAN	617	7.00E-176	Septin-11 OS=Homo sapiens GN=SEPT11 PE=1 SV=3	YLR314c	279	3.00E-74	COG5019	Septin family protein	K04557	2.00E-68	261	xla:779425	peanut-like protein 1 (cell division control related protein 1)	GO:0051291//protein heterooligomerization;GO:0007049//cell cycle;GO:0051301//cell division	GO:0005525//GTP binding;GO:0005515//protein binding	GO:0043197//dendritic spine;GO:0030054//cell junction;GO:0030424//axon;GO:0001725//stress fiber;GO:0031105//septin complex;GO:0045202//synapse
CL11109.Contig2_All	cds.comp130529_c0_seq2|m.18231	47.68	367	182	7	228	1313	11	372	5e-109	  345	2886	1752.0453	33717	685.8325	9664	212.5815	12281	243.8223	4092	83.9571	49043	1066.2128	10186	250.3167	9661	253.9466	gi|229893789|gb|ACQ90252.1|	457.6	1.00E-126	cathepsin L [Pinctada fucata]	gi|229893788|gb|FJ501258.1|	105	1.00E-18	"Pinctada fucata cathepsin L mRNA, complete cds"	sp|Q26636|CATL_SARPE	387	1.00E-106	Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1	AF1946_2	87	2.00E-16	COG4870	Cysteine protease	K01365	8.00E-111	402	tca:659226	cathepsin L [EC:3.4.22.15]	-	GO:0008234//cysteine-type peptidase activity	-
CL11109.Contig2_All	cds.comp138539_c1_seq1|m.30345	53.89	373	132	8	210	1313	2	339	3e-125	  387	2886	1752.0453	33717	685.8325	9664	212.5815	12281	243.8223	4092	83.9571	49043	1066.2128	10186	250.3167	9661	253.9466	gi|229893789|gb|ACQ90252.1|	457.6	1.00E-126	cathepsin L [Pinctada fucata]	gi|229893788|gb|FJ501258.1|	105	1.00E-18	"Pinctada fucata cathepsin L mRNA, complete cds"	sp|Q26636|CATL_SARPE	387	1.00E-106	Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1	AF1946_2	87	2.00E-16	COG4870	Cysteine protease	K01365	8.00E-111	402	tca:659226	cathepsin L [EC:3.4.22.15]	-	GO:0008234//cysteine-type peptidase activity	-
CL11109.Contig2_All	cds.comp138539_c1_seq2|m.30346	57.07	368	135	5	216	1313	1	347	3e-133	  408	2886	1752.0453	33717	685.8325	9664	212.5815	12281	243.8223	4092	83.9571	49043	1066.2128	10186	250.3167	9661	253.9466	gi|229893789|gb|ACQ90252.1|	457.6	1.00E-126	cathepsin L [Pinctada fucata]	gi|229893788|gb|FJ501258.1|	105	1.00E-18	"Pinctada fucata cathepsin L mRNA, complete cds"	sp|Q26636|CATL_SARPE	387	1.00E-106	Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1	AF1946_2	87	2.00E-16	COG4870	Cysteine protease	K01365	8.00E-111	402	tca:659226	cathepsin L [EC:3.4.22.15]	-	GO:0008234//cysteine-type peptidase activity	-
CL11109.Contig2_All	cds.comp138539_c1_seq3|m.30347	48.92	372	151	7	210	1313	2	338	8e-112	  351	2886	1752.0453	33717	685.8325	9664	212.5815	12281	243.8223	4092	83.9571	49043	1066.2128	10186	250.3167	9661	253.9466	gi|229893789|gb|ACQ90252.1|	457.6	1.00E-126	cathepsin L [Pinctada fucata]	gi|229893788|gb|FJ501258.1|	105	1.00E-18	"Pinctada fucata cathepsin L mRNA, complete cds"	sp|Q26636|CATL_SARPE	387	1.00E-106	Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1	AF1946_2	87	2.00E-16	COG4870	Cysteine protease	K01365	8.00E-111	402	tca:659226	cathepsin L [EC:3.4.22.15]	-	GO:0008234//cysteine-type peptidase activity	-
CL11109.Contig2_All	cds.comp138539_c1_seq4|m.30348	52.04	367	154	4	216	1313	1	346	1e-119	  372	2886	1752.0453	33717	685.8325	9664	212.5815	12281	243.8223	4092	83.9571	49043	1066.2128	10186	250.3167	9661	253.9466	gi|229893789|gb|ACQ90252.1|	457.6	1.00E-126	cathepsin L [Pinctada fucata]	gi|229893788|gb|FJ501258.1|	105	1.00E-18	"Pinctada fucata cathepsin L mRNA, complete cds"	sp|Q26636|CATL_SARPE	387	1.00E-106	Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1	AF1946_2	87	2.00E-16	COG4870	Cysteine protease	K01365	8.00E-111	402	tca:659226	cathepsin L [EC:3.4.22.15]	-	GO:0008234//cysteine-type peptidase activity	-
CL11109.Contig2_All	cds.comp138539_c1_seq5|m.30349	48.92	372	151	7	210	1313	2	338	8e-112	  351	2886	1752.0453	33717	685.8325	9664	212.5815	12281	243.8223	4092	83.9571	49043	1066.2128	10186	250.3167	9661	253.9466	gi|229893789|gb|ACQ90252.1|	457.6	1.00E-126	cathepsin L [Pinctada fucata]	gi|229893788|gb|FJ501258.1|	105	1.00E-18	"Pinctada fucata cathepsin L mRNA, complete cds"	sp|Q26636|CATL_SARPE	387	1.00E-106	Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1	AF1946_2	87	2.00E-16	COG4870	Cysteine protease	K01365	8.00E-111	402	tca:659226	cathepsin L [EC:3.4.22.15]	-	GO:0008234//cysteine-type peptidase activity	-
CL11109.Contig2_All	cds.comp138539_c1_seq6|m.30350	52.04	367	154	4	216	1313	1	346	1e-119	  372	2886	1752.0453	33717	685.8325	9664	212.5815	12281	243.8223	4092	83.9571	49043	1066.2128	10186	250.3167	9661	253.9466	gi|229893789|gb|ACQ90252.1|	457.6	1.00E-126	cathepsin L [Pinctada fucata]	gi|229893788|gb|FJ501258.1|	105	1.00E-18	"Pinctada fucata cathepsin L mRNA, complete cds"	sp|Q26636|CATL_SARPE	387	1.00E-106	Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1	AF1946_2	87	2.00E-16	COG4870	Cysteine protease	K01365	8.00E-111	402	tca:659226	cathepsin L [EC:3.4.22.15]	-	GO:0008234//cysteine-type peptidase activity	-
CL11327.Contig2_All	cds.comp116351_c0_seq1|m.9841	69.86	282	82	2	151	996	21	299	1e-119	  361	1837	82.7285	1287	41.1277	449	15.5168	410	12.7882	388	12.5066	1218	41.6008	316	12.2	185	7.6398	gi|358333393|dbj|GAA37573.2|	400.6	1.00E-109	mechanosensory protein 2 [Clonorchis sinensis]	gi|340377055|ref|XM_003386998.1|	71.9	9.00E-09	"PREDICTED: Amphimedon queenslandica erythrocyte band 7 integral membrane protein-like (LOC100638855), mRNA"	sp|Q27433|MEC2_CAEEL	379	9.00E-105	Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1	AF1420	259	1.00E-68	COG0330	"Membrane protease subunits, stomatin/prohibitin homologs"	K03364	1.00E-23	112	dpo:Dpse_GA14145	"cell division cycle 20-like protein 1, cofactor of APC complex"	GO:0007638//mechanosensory behavior	-	GO:0032589;GO:0016021//integral to membrane
CL11327.Contig2_All	cds.comp134593_c0_seq1|m.23050	75.20	250	62	0	259	1008	27	276	7e-124	  370	1837	82.7285	1287	41.1277	449	15.5168	410	12.7882	388	12.5066	1218	41.6008	316	12.2	185	7.6398	gi|358333393|dbj|GAA37573.2|	400.6	1.00E-109	mechanosensory protein 2 [Clonorchis sinensis]	gi|340377055|ref|XM_003386998.1|	71.9	9.00E-09	"PREDICTED: Amphimedon queenslandica erythrocyte band 7 integral membrane protein-like (LOC100638855), mRNA"	sp|Q27433|MEC2_CAEEL	379	9.00E-105	Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1	AF1420	259	1.00E-68	COG0330	"Membrane protease subunits, stomatin/prohibitin homologs"	K03364	1.00E-23	112	dpo:Dpse_GA14145	"cell division cycle 20-like protein 1, cofactor of APC complex"	GO:0007638//mechanosensory behavior	-	GO:0032589;GO:0016021//integral to membrane
CL11334.Contig1_All	cds.comp122590_c0_seq3|m.12489	58.75	320	129	3	1060	107	61	379	7e-140	  409	1247	278.4344	2690	126.6343	898	45.7167	696	31.98	364	17.2843	3017	151.8001	233	13.2517	666	40.5158	gi|260802546|ref|XP_002596153.1|	120.6	1.00E-25	hypothetical protein BRAFLDRAFT_66117 [Branchiostoma floridae] >gi|229281407|gb|EEN52165.1| hypothetical protein BRAFLDRAFT_66117 [Branchiostoma floridae]	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	--	-	-	-
CL11397.Contig3_All	cds.comp141481_c0_seq1|m.38520	79.65	231	47	0	1271	579	1	231	4e-134	  396	1382	101.4869	1221	51.8648	775	35.6007	920	38.1431	976	41.8177	1093	49.6221	1163	59.6835	816	44.7918	gi|291239634|ref|XP_002739727.1|	463	1.00E-128	PREDICTED: Luc7 homolog (S. cerevisiae)-like [Saccoglossus kowalevskii]	gi|348579567|ref|XM_003475503.1|	85.7	4.00E-13	"PREDICTED: Cavia porcellus LUC7-like 2 (S. cerevisiae), transcript variant 3 (Luc7l2), mRNA"	sp|Q5R8W6|LC7L3_PONAB	237	5.00E-62	Luc7-like protein 3 OS=Pongo abelii GN=LUC7L3 PE=2 SV=1	SPCC16A11.13	184	4.00E-46	COG5200	"U1 snRNP component, mediates U1 snRNP association with cap-binding complex"	K13212	1.00E-123	443	tgu:100219615	RNA-binding protein Luc7-like 2	-	GO:0019899//enzyme binding	-
CL11435.Contig5_All	cds.comp143579_c0_seq1|m.46740	59.33	418	136	11	2045	870	1	410	2e-106	  334	2149	173.4398	4109	112.2445	1969	58.1667	2332	62.1768	2192	60.3979	2096	61.1953	2000	66.0049	2428	85.7095	gi|348501670|ref|XP_003438392.1|	449.9	2.00E-124	PREDICTED: zinc finger CCCH domain-containing protein 15-like isoform 1 [Oreochromis niloticus]	gi|195122951|ref|XM_002005938.1|	103	3.00E-18	"Drosophila mojavensis GI20775 (Dmoj\GI20775), mRNA"	sp|Q5H7N8|ZC3HF_CHICK	434	5.00E-121	Zinc finger CCCH domain-containing protein 15 OS=Gallus gallus GN=ZC3H15 PE=1 SV=1	YOR091w	234	6.00E-61	COG5252	"Uncharacterized conserved protein, contains CCCH-type Zn-finger protein"	--	--	--	--	--	GO:0019221//cytokine-mediated signaling pathway	GO:0005488//binding	GO:0005737//cytoplasm;GO:0005730//nucleolus;GO:0005886//plasma membrane
CL11435.Contig5_All	cds.comp143579_c0_seq2|m.46742	59.33	418	136	11	2045	870	1	410	2e-106	  334	2149	173.4398	4109	112.2445	1969	58.1667	2332	62.1768	2192	60.3979	2096	61.1953	2000	66.0049	2428	85.7095	gi|348501670|ref|XP_003438392.1|	449.9	2.00E-124	PREDICTED: zinc finger CCCH domain-containing protein 15-like isoform 1 [Oreochromis niloticus]	gi|195122951|ref|XM_002005938.1|	103	3.00E-18	"Drosophila mojavensis GI20775 (Dmoj\GI20775), mRNA"	sp|Q5H7N8|ZC3HF_CHICK	434	5.00E-121	Zinc finger CCCH domain-containing protein 15 OS=Gallus gallus GN=ZC3H15 PE=1 SV=1	YOR091w	234	6.00E-61	COG5252	"Uncharacterized conserved protein, contains CCCH-type Zn-finger protein"	--	--	--	--	--	GO:0019221//cytokine-mediated signaling pathway	GO:0005488//binding	GO:0005737//cytoplasm;GO:0005730//nucleolus;GO:0005886//plasma membrane
CL1144.Contig2_All	cds.comp138855_c0_seq1|m.31163	86.80	712	92	1	49	2178	39	750	0.0	 1237	2659	61.3739	1274	28.1266	2577	61.5263	3636	78.3505	1293	28.7937	1409	33.2473	2321	61.9069	1762	50.2695	gi|348543093|ref|XP_003459018.1|	1229.9	0	PREDICTED: dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like [Oreochromis niloticus]	gi|380015845|ref|XM_003691857.1|	232	6.00E-57	"PREDICTED: Apis florea dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like (LOC100869338), mRNA"	sp|P46978|STT3A_MOUSE	1221	0	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A OS=Mus musculus GN=Stt3a PE=1 SV=1	YGL022w	764	0	COG1287	"Uncharacterized membrane protein, required for N-linked glycosylation"	K07151	0	1229	gga:100857165	dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.1.119]	GO:0018279//protein amino acid N-linked glycosylation via asparagine;GO:0043687//post-translational protein modification	GO:0004579//dolichyl-diphosphooligosaccharide-protein glycotransferase activity	GO:0005624//membrane fraction;GO:0008250//oligosaccharyltransferase complex;GO:0016021//integral to membrane
